account_age_days,orders_count,total_spent,avg_order_value,days_since_last_order,favorites_count,churned
585,3,282.54,94.18,113,1,0
307,3,123.96,41.32,113,0,1
74,4,296.4,74.1,33,3,0
558,7,192.22,27.46,21,3,0
58,7,350.49,50.07,58,2,0
249,3,163.62,54.54,96,6,1
1,5,437.75,87.55,1,4,0
95,1,47.27,47.27,95,2,1
478,3,172.41,57.47,30,4,0
931,0,0.0,105.23,931,0,1
848,2,265.5,132.75,148,1,1
109,0,0.0,53.0,109,2,1
39,6,869.4,144.9,36,5,0
370,7,707.35,101.05,29,3,0
714,2,287.5,143.75,91,2,0
817,3,213.48,71.16,69,0,1
901,7,397.46,56.78,168,2,1
375,0,0.0,64.52,375,3,1
184,4,344.56,86.14,15,4,0
29,3,210.63,70.21,29,2,0
161,7,500.36,71.48,17,7,0
72,4,402.08,100.52,72,3,0
942,7,333.83,47.69,173,1,1
294,1,75.85,75.85,63,5,1
901,2,54.42,27.21,29,5,1
606,3,200.79,66.93,12,7,0
590,5,269.65,53.93,62,2,1
498,1,55.23,55.23,172,0,1
897,1,31.62,31.62,83,3,1
48,6,275.76,45.96,48,2,0
102,6,525.24,87.54,2,5,0
464,4,145.88,36.47,120,1,1
432,2,34.52,17.26,34,6,0
597,4,380.28,95.07,125,5,1
808,3,603.96,201.32,150,5,1
643,4,176.76,44.19,140,4,1
282,8,230.72,28.84,94,4,1
359,1,174.49,174.49,118,1,1
824,4,62.68,15.67,71,2,1
221,4,367.2,91.8,128,5,0
552,3,123.6,41.2,123,4,1
590,5,992.2,198.44,34,3,0
821,2,121.42,60.71,59,3,0
782,2,92.54,46.27,140,2,1
509,2,11.08,5.54,79,4,1
339,4,438.16,109.54,43,3,0
403,2,211.0,105.5,179,6,1
451,2,281.54,140.77,157,2,1
240,4,314.32,78.58,140,4,0
685,7,396.62,56.66,76,1,0
228,5,634.35,126.87,100,5,0
710,5,251.15,50.23,171,1,1
823,4,102.2,25.55,95,3,0
1053,4,360.2,90.05,149,4,1
131,2,237.26,118.63,131,2,0
832,3,64.89,21.63,145,2,1
95,5,375.5,75.1,95,4,0
369,1,109.82,109.82,63,5,0
193,3,142.65,47.55,62,2,1
178,2,346.32,173.16,147,2,1
192,3,132.6,44.2,76,4,0
49,4,176.88,44.22,45,4,0
901,5,253.4,50.68,34,1,0
67,6,210.24,35.04,67,6,0
436,0,0.0,44.2,436,3,1
765,11,809.05,73.55,69,2,0
1084,0,0.0,38.32,1084,9,1
934,3,286.74,95.58,56,5,1
151,8,186.8,23.35,72,4,1
1081,4,154.68,38.67,74,1,0
715,3,525.36,175.12,65,2,0
197,2,86.62,43.31,153,4,1
491,1,66.51,66.51,164,5,1
1005,6,419.7,69.95,49,5,0
430,4,132.36,33.09,65,3,1
201,3,122.13,40.71,4,0,0
958,2,167.18,83.59,137,1,0
1043,1,43.47,43.47,128,2,1
1068,1,41.9,41.9,151,1,1
1046,11,446.05,40.55,101,4,0
955,2,279.12,139.56,164,0,1
498,1,123.59,123.59,26,2,1
211,4,297.12,74.28,68,2,1
676,3,179.85,59.95,81,4,0
242,2,143.7,71.85,138,4,1
518,7,610.54,87.22,40,2,0
718,1,87.56,87.56,59,0,1
1036,8,350.8,43.85,17,4,0
317,1,52.86,52.86,170,3,1
276,4,198.08,49.52,82,3,0
804,4,312.4,78.1,3,3,0
8,3,407.01,135.67,8,3,0
620,4,266.96,66.74,103,2,0
817,4,282.28,70.57,89,3,0
603,6,230.04,38.34,92,2,0
421,6,124.08,20.68,12,2,0
907,5,259.45,51.89,158,2,1
406,2,196.26,98.13,150,4,1
778,5,194.5,38.9,39,1,0
508,3,52.59,17.53,66,0,1
30,4,358.0,89.5,16,3,0
581,3,252.12,84.04,23,3,0
55,4,179.88,44.97,55,2,0
1019,3,124.56,41.52,21,3,0
659,3,163.65,54.55,64,5,0
408,7,329.98,47.14,179,4,0
532,2,310.54,155.27,59,1,1
678,5,267.8,53.56,124,4,0
285,5,402.25,80.45,19,2,0
316,4,235.16,58.79,158,3,1
459,2,164.26,82.13,166,0,1
283,4,183.72,45.93,165,2,1
830,4,179.52,44.88,114,1,1
114,3,199.38,66.46,114,3,1
905,5,205.0,41.0,125,3,1
382,2,103.8,51.9,68,3,1
614,4,382.64,95.66,162,2,1
173,7,882.77,126.11,50,5,0
422,3,552.12,184.04,152,7,1
826,5,456.8,91.36,168,5,1
297,4,312.48,78.12,82,2,0
145,4,142.24,35.56,42,2,0
571,3,353.61,117.87,29,5,0
178,3,454.2,151.4,97,5,0
345,2,100.74,50.37,122,3,1
493,8,1403.2,175.4,107,4,0
618,7,874.16,124.88,118,4,0
700,2,184.02,92.01,5,3,1
741,4,239.16,59.79,9,3,1
924,4,112.96,28.24,48,3,0
73,3,466.83,155.61,73,2,0
397,0,0.0,26.15,397,2,1
2,8,1277.68,159.71,2,4,0
11,2,339.8,169.9,11,4,0
233,5,180.1,36.02,78,4,0
655,5,129.8,25.96,26,2,0
979,4,197.56,49.39,93,1,1
847,0,0.0,62.4,847,3,1
708,3,140.22,46.74,165,1,1
852,3,146.67,48.89,67,5,1
189,4,255.4,63.85,31,5,0
919,3,456.87,152.29,156,6,0
974,4,235.84,58.96,67,2,1
104,4,385.52,96.38,29,1,0
515,8,232.48,29.06,91,3,0
909,4,276.92,69.23,11,3,0
521,2,103.84,51.92,179,2,1
920,1,94.55,94.55,141,5,1
1024,4,109.68,27.42,80,0,1
520,2,265.72,132.86,99,1,1
66,2,101.12,50.56,66,0,0
373,2,79.7,39.85,85,3,1
236,2,337.62,168.81,169,4,1
519,3,229.11,76.37,131,1,1
641,2,125.82,62.91,120,4,1
508,3,81.66,27.22,176,3,1
214,5,178.5,35.7,30,2,0
330,2,56.12,28.06,164,1,1
744,7,465.43,66.49,32,7,0
30,1,123.91,123.91,30,6,0
235,7,559.93,79.99,117,4,0
977,9,621.0,69.0,25,1,0
109,5,319.85,63.97,85,1,0
454,5,535.0,107.0,61,2,0
227,4,227.92,56.98,2,4,0
115,5,115.5,23.1,34,3,0
463,5,580.45,116.09,81,3,0
571,6,189.36,31.56,16,0,0
193,4,83.32,20.83,170,2,1
86,5,389.25,77.85,78,5,1
148,2,30.1,15.05,135,4,1
713,4,258.72,64.68,37,11,0
942,2,144.06,72.03,101,7,0
198,1,85.41,85.41,21,6,1
351,5,401.7,80.34,36,4,0
377,8,208.24,26.03,124,4,1
395,4,428.52,107.13,61,3,0
268,1,63.39,63.39,177,4,1
61,1,51.36,51.36,61,6,0
575,7,191.45,27.35,24,0,0
391,5,600.6,120.12,119,2,0
375,4,453.72,113.43,141,3,1
290,3,139.92,46.64,50,4,1
1017,7,599.76,85.68,152,4,1
668,2,196.56,98.28,133,3,1
459,5,275.05,55.01,59,4,0
225,5,570.8,114.16,17,5,0
877,4,470.48,117.62,80,3,0
972,6,110.82,18.47,67,5,0
36,6,576.9,96.15,36,5,0
1018,4,189.64,47.41,42,0,1
766,2,74.24,37.12,57,3,1
110,6,92.04,15.34,110,0,1
824,4,274.56,68.64,152,5,1
118,8,432.56,54.07,118,6,0
56,6,275.46,45.91,56,7,1
127,8,798.48,99.81,90,3,0
504,2,595.06,297.53,53,5,0
678,2,172.38,86.19,74,2,1
446,9,485.37,53.93,94,2,0
134,5,581.25,116.25,134,4,0
218,7,231.21,33.03,144,2,1
933,1,47.71,47.71,36,6,0
1054,6,429.06,71.51,171,2,1
826,5,359.9,71.98,14,4,0
114,4,436.08,109.02,9,3,0
897,4,597.28,149.32,154,6,1
758,5,537.5,107.5,52,2,0
576,1,150.08,150.08,155,1,1
157,11,1693.78,153.98,13,3,0
1091,4,311.0,77.75,44,1,0
485,6,357.54,59.59,149,3,1
49,5,470.2,94.04,36,5,0
230,7,140.07,20.01,94,0,1
439,6,652.5,108.75,130,3,0
69,5,504.4,100.88,63,3,0
355,3,96.66,32.22,26,5,0
513,3,424.89,141.63,150,5,0
1038,9,1079.1,119.9,112,0,0
95,3,272.58,90.86,95,4,0
632,3,177.18,59.06,127,2,1
1002,4,578.56,144.64,134,2,1
882,2,42.7,21.35,112,8,0
1012,4,252.96,63.24,121,1,0
187,5,484.05,96.81,77,1,0
877,6,758.94,126.49,167,2,0
1071,5,589.85,117.97,147,4,1
357,3,91.17,30.39,44,5,1
546,4,340.08,85.02,168,3,1
581,6,435.72,72.62,43,3,0
541,9,169.29,18.81,128,3,1
318,6,171.48,28.58,166,6,1
1063,6,92.46,15.41,76,3,0
1047,10,187.5,18.75,34,2,0
417,6,182.52,30.42,180,5,1
881,5,301.85,60.37,143,1,1
435,2,124.98,62.49,81,4,1
870,5,416.9,83.38,179,3,1
640,3,128.91,42.97,21,4,0
515,8,1043.04,130.38,95,5,0
141,8,910.24,113.78,33,3,0
717,3,243.9,81.3,34,2,0
352,4,651.4,162.85,63,6,1
238,1,76.97,76.97,104,4,1
212,6,141.96,23.66,31,1,0
1075,4,380.6,95.15,94,3,0
113,3,209.76,69.92,113,2,1
874,3,152.01,50.67,27,4,0
948,1,55.32,55.32,3,4,1
34,5,434.7,86.94,34,4,0
645,0,0.0,79.44,645,2,1
632,4,728.88,182.22,35,3,0
393,2,147.02,73.51,159,2,1
730,5,384.95,76.99,77,4,0
448,5,346.9,69.38,22,4,0
482,8,550.48,68.81,56,5,0
473,4,127.12,31.78,104,4,1
876,4,185.88,46.47,53,2,1
693,6,513.24,85.54,169,3,1
415,3,70.92,23.64,113,1,1
1014,7,398.23,56.89,13,3,0
878,3,407.19,135.73,63,2,0
1021,4,219.4,54.85,63,1,0
800,7,1102.22,157.46,27,4,0
429,3,166.92,55.64,7,3,0
846,4,472.72,118.18,21,3,0
361,1,70.88,70.88,123,0,1
297,3,96.66,32.22,45,2,1
494,4,716.24,179.06,76,3,0
1061,2,60.0,30.0,26,2,1
622,3,146.91,48.97,171,0,1
420,5,958.75,191.75,178,3,0
506,3,230.19,76.73,125,2,1
319,4,161.92,40.48,60,4,1
721,7,483.91,69.13,109,4,0
384,3,281.52,93.84,70,1,0
607,5,273.5,54.7,164,0,1
405,2,287.58,143.79,109,1,1
351,2,85.08,42.54,24,3,1
1062,6,92.88,15.48,18,4,0
379,3,333.3,111.1,142,3,1
78,7,433.16,61.88,78,2,0
415,2,236.02,118.01,132,2,1
583,2,106.18,53.09,60,2,1
104,6,513.72,85.62,104,8,0
335,4,205.64,51.41,49,3,1
182,3,174.54,58.18,115,5,0
548,4,99.32,24.83,60,2,1
792,4,125.76,31.44,23,1,0
1060,2,160.76,80.38,150,4,1
426,8,888.72,111.09,147,4,0
945,4,340.12,85.03,142,5,1
235,5,179.25,35.85,115,4,1
854,3,269.88,89.96,116,1,0
616,3,109.35,36.45,139,4,1
830,1,79.62,79.62,102,5,1
827,4,171.04,42.76,158,1,1
583,7,423.5,60.5,138,5,1
282,3,136.77,45.59,98,2,1
576,7,644.91,92.13,106,0,0
905,6,301.68,50.28,173,5,0
1062,6,563.22,93.87,91,2,1
1015,4,45.88,11.47,20,3,0
199,2,228.92,114.46,152,2,1
654,7,249.48,35.64,1,4,0
115,2,302.0,151.0,45,4,0
732,10,526.1,52.61,60,6,0
1086,3,404.16,134.72,5,4,0
58,1,18.36,18.36,39,2,0
719,1,123.67,123.67,32,5,0
1035,3,119.07,39.69,100,5,1
927,2,246.18,123.09,159,1,1
430,5,332.1,66.42,51,3,0
114,4,224.16,56.04,71,5,1
1011,4,546.44,136.61,124,5,1
1008,3,141.9,47.3,122,4,1
634,3,471.9,157.3,171,1,1
1071,5,288.1,57.62,95,4,1
6,7,488.04,69.72,6,2,0
675,4,298.08,74.52,153,6,0
43,9,273.87,30.43,43,7,0
1024,4,331.28,82.82,151,6,1
745,3,118.92,39.64,178,3,0
1000,7,240.59,34.37,22,4,1
616,3,102.09,34.03,139,4,1
92,6,315.18,52.53,92,4,1
30,7,978.46,139.78,30,1,0
368,5,214.5,42.9,99,0,1
814,2,162.98,81.49,37,7,0
166,5,665.85,133.17,78,3,0
933,2,115.6,57.8,124,5,0
262,3,221.16,73.72,162,4,1
544,3,437.88,145.96,13,2,0
223,4,363.88,90.97,34,3,0
510,6,507.3,84.55,43,0,0
495,6,398.46,66.41,107,5,0
6,4,618.88,154.72,3,5,0
622,6,316.68,52.78,172,3,1
861,1,48.35,48.35,127,2,1
1025,4,218.12,54.53,163,5,0
362,4,381.76,95.44,4,3,0
964,2,156.86,78.43,50,5,0
962,5,183.7,36.74,81,3,0
1082,5,510.45,102.09,139,3,0
409,3,270.27,90.09,117,4,1
931,5,215.4,43.08,76,1,0
619,9,738.63,82.07,55,2,0
64,5,578.1,115.62,60,7,0
296,2,112.76,56.38,67,3,0
736,4,75.0,18.75,125,4,1
176,3,188.37,62.79,157,1,1
476,4,217.04,54.26,86,1,0
848,3,44.76,14.92,163,2,1
164,1,49.0,49.0,54,5,0
544,4,126.6,31.65,155,2,1
236,9,1216.98,135.22,1,1,0
587,4,544.36,136.09,135,3,0
264,2,172.92,86.46,171,5,1
1057,3,181.29,60.43,50,3,0
84,0,0.0,52.52,84,3,1
1055,1,110.7,110.7,14,4,0
867,3,173.19,57.73,154,3,1
937,4,258.84,64.71,88,2,1
932,1,76.77,76.77,77,3,1
206,6,922.02,153.67,167,4,0
1019,6,124.92,20.82,167,4,0
651,4,176.0,44.0,41,4,0
1053,2,52.98,26.49,173,1,1
961,2,170.06,85.03,38,1,1
635,3,63.93,21.31,147,1,0
410,7,276.08,39.44,141,5,1
129,4,290.76,72.69,91,3,0
111,2,203.28,101.64,107,2,1
427,1,62.37,62.37,71,3,0
888,6,239.4,39.9,73,5,0
553,5,269.3,53.86,93,6,0
528,2,104.5,52.25,156,3,1
268,8,876.96,109.62,87,1,0
618,4,170.72,42.68,105,2,1
699,3,317.28,105.76,128,2,0
1075,2,123.14,61.57,166,2,1
798,3,362.61,120.87,155,2,0
665,4,278.32,69.58,67,3,0
996,1,45.98,45.98,156,2,1
465,6,717.84,119.64,80,2,0
1023,2,389.9,194.95,17,2,0
405,5,362.1,72.42,14,4,0
140,3,331.05,110.35,37,5,0
457,3,211.68,70.56,67,2,1
141,6,249.9,41.65,73,0,0
130,6,742.86,123.81,33,1,0
965,3,88.2,29.4,33,1,1
870,3,79.71,26.57,6,7,0
243,4,498.64,124.66,165,6,1
917,7,386.61,55.23,47,5,1
76,5,160.05,32.01,76,6,0
312,10,1577.5,157.75,89,10,0
773,5,492.2,98.44,65,1,0
333,3,187.23,62.41,45,5,0
800,4,322.08,80.52,12,2,0
957,4,299.96,74.99,20,8,0
73,6,585.18,97.53,73,0,0
27,8,487.44,60.93,27,3,0
1029,5,512.0,102.4,175,4,1
570,1,72.0,72.0,27,6,1
555,3,47.46,15.82,168,3,1
508,3,143.01,47.67,16,0,0
475,3,275.64,91.88,132,2,1
755,11,287.1,26.1,173,5,1
635,4,288.12,72.03,28,4,0
179,4,221.28,55.32,86,1,1
686,1,159.5,159.5,166,4,1
732,5,522.05,104.41,145,4,1
125,3,81.24,27.08,40,1,0
413,4,378.16,94.54,31,3,0
865,4,218.52,54.63,61,2,1
677,7,478.45,68.35,84,6,0
150,3,165.09,55.03,53,3,0
44,4,649.16,162.29,17,2,0
636,5,774.7,154.94,90,2,0
506,3,127.56,42.52,75,3,1
1052,3,362.49,120.83,55,4,0
572,5,234.3,46.86,149,6,1
1020,3,122.67,40.89,53,1,1
235,3,216.24,72.08,161,3,1
490,5,330.55,66.11,3,1,0
153,2,72.96,36.48,94,2,1
629,4,87.8,21.95,172,2,1
207,6,409.56,68.26,52,2,0
539,2,72.98,36.49,118,1,1
377,4,229.52,57.38,133,2,1
204,2,255.24,127.62,62,1,1
106,5,299.4,59.88,106,5,0
561,2,42.22,21.11,118,2,1
1037,7,835.87,119.41,85,2,1
218,2,174.74,87.37,68,4,0
444,1,108.49,108.49,86,7,0
246,4,261.4,65.35,27,5,0
886,2,130.2,65.1,89,5,1
454,3,605.52,201.84,59,0,0
1067,6,526.62,87.77,62,5,0
269,5,591.45,118.29,45,2,0
89,2,590.28,295.14,89,2,1
638,5,991.9,198.38,2,2,0
713,3,91.65,30.55,11,1,0
1084,5,177.45,35.49,38,4,0
954,7,185.57,26.51,103,3,0
968,6,387.24,64.54,47,1,0
694,4,895.88,223.97,90,3,0
394,2,11.22,5.61,27,2,1
470,2,93.26,46.63,76,3,1
147,4,261.04,65.26,82,5,0
472,2,66.54,33.27,59,3,1
399,3,168.15,56.05,9,4,0
40,8,467.44,58.43,40,5,0
224,5,123.55,24.71,37,3,0
585,4,426.28,106.57,88,3,1
405,3,169.44,56.48,128,4,1
1087,1,31.45,31.45,19,4,0
524,4,263.6,65.9,123,4,1
1049,5,522.15,104.43,68,2,0
723,7,436.24,62.32,91,0,1
45,4,134.24,33.56,14,2,0
223,3,220.47,73.49,90,2,0
773,2,381.02,190.51,69,1,0
597,2,90.68,45.34,33,0,0
331,2,74.18,37.09,96,4,1
572,4,199.8,49.95,118,2,1
988,6,233.58,38.93,71,3,0
426,3,120.12,40.04,115,5,1
50,4,116.12,29.03,50,3,0
341,5,590.1,118.02,150,8,1
1024,8,792.08,99.01,51,5,0
834,5,269.8,53.96,144,3,0
917,5,221.05,44.21,69,4,0
998,2,166.22,83.11,101,5,0
129,2,145.34,72.67,13,3,0
310,4,284.4,71.1,14,4,0
66,5,695.0,139.0,66,0,0
6,5,444.75,88.95,2,2,0
914,2,725.88,362.94,100,5,0
1026,5,234.9,46.98,83,2,0
171,3,585.21,195.07,115,4,1
791,3,259.14,86.38,1,5,0
586,4,130.32,32.58,33,4,1
76,7,289.87,41.41,61,6,0
1002,6,573.96,95.66,167,2,0
954,6,163.62,27.27,63,3,0
621,3,186.66,62.22,103,2,1
775,6,1416.84,236.14,104,3,0
435,3,22.89,7.63,75,6,0
868,2,123.9,61.95,150,5,1
487,2,82.84,41.42,129,4,1
1083,6,1196.4,199.4,80,4,0
70,2,118.24,59.12,55,2,0
189,2,74.24,37.12,51,4,1
1060,5,137.85,27.57,169,5,1
316,3,90.75,30.25,23,1,1
340,4,729.72,182.43,31,2,0
866,8,89.92,11.24,48,1,0
208,2,176.54,88.27,150,3,1
562,3,440.22,146.74,124,2,1
313,4,245.84,61.46,174,2,1
217,4,122.56,30.64,130,3,1
1056,6,528.42,88.07,89,4,0
219,4,142.16,35.54,8,4,0
104,5,218.0,43.6,104,4,0
738,5,193.2,38.64,121,4,1
949,7,279.02,39.86,13,4,0
140,2,227.6,113.8,140,2,1
775,8,456.16,57.02,112,1,1
592,5,457.3,91.46,112,7,1
909,3,274.02,91.34,65,2,0
139,1,64.66,64.66,60,6,0
1068,4,606.96,151.74,66,3,1
678,3,100.56,33.52,10,9,0
922,0,0.0,60.15,922,3,1
396,3,48.45,16.15,12,4,0
1033,1,67.4,67.4,108,2,1
686,5,548.35,109.67,38,3,0
139,4,98.32,24.58,111,4,1
1010,3,134.22,44.74,68,4,0
871,2,78.24,39.12,51,3,0
329,3,21.51,7.17,27,2,0
597,4,121.52,30.38,70,3,1
425,6,573.42,95.57,13,1,0
595,5,314.4,62.88,45,3,0
1057,2,157.24,78.62,84,4,1
984,2,219.84,109.92,114,3,1
236,5,866.4,173.28,83,3,0
1064,4,120.92,30.23,19,3,0
480,9,802.62,89.18,130,6,0
772,6,261.54,43.59,77,1,1
837,3,96.75,32.25,113,0,1
529,1,53.45,53.45,177,5,0
500,4,366.68,91.67,9,1,1
500,4,266.4,66.6,178,3,1
944,3,147.39,49.13,172,1,1
423,5,487.15,97.43,94,2,0
307,5,465.15,93.03,5,2,0
396,4,188.64,47.16,45,2,1
214,0,0.0,88.7,214,1,1
429,6,392.7,65.45,106,4,1
125,4,157.16,39.29,125,4,1
99,8,741.68,92.71,88,2,0
792,5,472.5,94.5,65,1,0
85,4,114.0,28.5,8,3,0
622,3,264.93,88.31,170,1,1
854,4,473.64,118.41,179,1,1
793,5,153.65,30.73,6,2,0
489,2,145.8,72.9,59,2,1
212,5,155.95,31.19,177,6,1
1019,0,0.0,33.37,1019,8,1
914,4,79.12,19.78,113,2,1
670,4,510.2,127.55,93,3,1
95,3,357.24,119.08,95,2,0
39,4,492.48,123.12,39,7,0
345,7,352.1,50.3,69,2,0
173,2,219.5,109.75,144,6,1
942,1,32.07,32.07,83,0,1
226,8,225.52,28.19,37,3,0
310,1,50.93,50.93,14,1,0
1068,4,459.24,114.81,129,2,0
896,3,222.9,74.3,109,3,1
240,6,281.88,46.98,158,3,1
420,5,227.0,45.4,43,4,1
565,2,255.36,127.68,129,4,1
727,6,595.5,99.25,5,1,0
1025,3,394.83,131.61,26,3,1
954,5,631.85,126.37,107,2,0
1070,6,101.76,16.96,98,1,1
45,6,705.78,117.63,45,3,0
259,2,200.7,100.35,151,1,1
616,4,137.72,34.43,151,5,1
54,6,304.44,50.74,36,4,0
389,6,347.58,57.93,37,3,0
169,4,683.8,170.95,97,5,0
1021,4,268.24,67.06,173,4,1
70,2,195.6,97.8,70,3,1
163,4,466.4,116.6,27,3,0
214,3,145.89,48.63,115,6,0
163,5,628.9,125.78,61,1,0
623,4,250.12,62.53,20,3,0
399,5,1190.5,238.1,129,2,0
999,4,136.16,34.04,50,2,0
286,3,176.28,58.76,140,1,0
588,5,599.05,119.81,100,4,1
723,3,120.99,40.33,81,1,1
685,0,0.0,104.1,685,4,1
872,4,210.48,52.62,53,3,0
221,6,182.7,30.45,61,4,0
556,5,132.15,26.43,125,2,1
876,3,217.86,72.62,75,1,1
945,6,512.28,85.38,7,1,0
676,4,131.32,32.83,3,3,1
714,2,179.82,89.91,50,3,0
946,3,74.64,24.88,92,4,1
684,2,98.26,49.13,60,1,0
1039,4,246.32,61.58,180,4,1
140,6,351.06,58.51,42,2,0
381,1,70.46,70.46,74,1,0
123,6,360.42,60.07,72,3,0
100,3,164.91,54.97,50,0,1
517,0,0.0,54.82,517,4,1
248,12,513.96,42.83,46,1,0
446,4,364.04,91.01,2,3,0
479,4,221.16,55.29,93,5,0
680,5,198.5,39.7,115,2,1
1035,8,700.96,87.62,83,5,1
930,7,559.86,79.98,76,1,1
414,4,127.28,31.82,156,6,1
357,1,139.39,139.39,68,0,0
844,1,49.46,49.46,116,3,1
136,4,203.52,50.88,136,5,1
592,2,125.76,62.88,72,2,1
463,6,470.76,78.46,98,3,0
200,0,0.0,64.73,200,3,1
675,4,149.48,37.37,111,7,1
351,2,36.14,18.07,99,1,1
204,2,275.68,137.84,154,4,1
715,6,205.08,34.18,46,2,1
191,8,671.28,83.91,30,2,0
737,6,386.4,64.4,77,4,0
178,1,14.83,14.83,111,1,1
476,6,253.8,42.3,52,3,0
884,4,627.28,156.82,180,1,1
251,4,76.52,19.13,93,1,1
840,4,208.56,52.14,147,6,1
790,1,78.43,78.43,99,5,1
988,2,68.58,34.29,71,1,0
185,3,206.13,68.71,153,3,1
783,6,530.46,88.41,29,2,0
1025,2,163.72,81.86,46,0,1
835,3,205.8,68.6,138,4,1
206,4,230.04,57.51,163,4,1
900,9,317.16,35.24,53,1,1
118,1,86.82,86.82,97,4,0
645,5,318.2,63.64,88,4,0
545,6,1012.62,168.77,131,2,0
582,3,299.61,99.87,90,3,1
569,6,280.68,46.78,111,1,0
35,3,220.14,73.38,35,7,0
556,6,170.16,28.36,150,5,1
1025,7,122.08,17.44,25,1,1
478,4,183.2,45.8,120,5,0
303,4,98.32,24.58,33,1,0
1089,4,375.6,93.9,2,2,0
109,3,480.3,160.1,109,4,0
532,4,471.12,117.78,71,1,0
561,1,50.7,50.7,130,0,0
523,2,192.6,96.3,169,4,1
1009,5,221.45,44.29,24,4,0
462,8,1012.4,126.55,82,4,0
1065,3,265.29,88.43,18,4,0
74,5,315.25,63.05,74,4,0
803,5,302.6,60.52,180,3,1
649,3,264.99,88.33,157,4,1
264,4,243.56,60.89,179,4,1
250,2,228.18,114.09,60,5,0
788,9,450.27,50.03,51,6,0
698,7,397.81,56.83,155,2,0
669,5,294.45,58.89,118,2,1
56,4,217.12,54.28,56,3,0
655,6,220.98,36.83,38,2,0
1074,4,190.84,47.71,5,2,0
19,1,62.37,62.37,7,4,0
514,2,119.16,59.58,125,3,1
541,3,443.82,147.94,48,4,0
982,6,471.96,78.66,148,4,1
310,5,650.55,130.11,153,1,0
521,1,22.37,22.37,82,3,1
785,4,422.88,105.72,54,1,1
67,6,472.14,78.69,32,1,0
877,1,59.03,59.03,47,4,1
900,4,139.36,34.84,111,2,1
788,3,278.55,92.85,137,3,0
710,5,426.9,85.38,133,2,1
818,6,569.16,94.86,173,3,1
856,5,234.7,46.94,118,3,1
989,6,682.74,113.79,92,5,0
469,4,357.08,89.27,65,2,1
499,6,296.94,49.49,61,5,0
698,1,139.55,139.55,67,2,1
212,1,72.09,72.09,159,2,1
937,5,95.05,19.01,99,3,0
843,5,247.25,49.45,40,1,0
691,4,452.16,113.04,35,4,0
331,4,201.56,50.39,6,3,0
381,6,390.18,65.03,153,5,1
476,3,344.88,114.96,40,2,0
725,5,253.9,50.78,19,3,0
